object_identifier	identifier	file_format	file_function	size	HEX(f.digest)	revision_number	last_fixity_check
amjewess:taj1895.0002.006:00000082	4f41dd5c-6a95-0e47-1523-652538a2e1b1/data/00000082.function:service.format:image.jp2	image/jp2	function:service	1907	BB984326324CF27FAB5A71E92229F9A19B1E420EEA511D732CA7DE75DE7717D6	1	2025-08-25 14:54:45.966384
amjewess:taj1895.0002.006:00000082	4f41dd5c-6a95-0e47-1523-652538a2e1b1/data/00000082.function:source.format:image.tif	image/tiff	function:source	7475	293FA98E1EE669B50C80B558EF6533CD7F14A2BE8682AF2E5AF7B75FA07243B6	1	2025-08-25 14:54:45.966436
amjewess:taj1895.0002.006:00000082	4f41dd5c-6a95-0e47-1523-652538a2e1b1/descriptor/4f41dd5c-6a95-0e47-1523-652538a2e1b1.types:fileset.mets2.xml	application/xml	function:descriptor	7640	FEA0D05290D3DE53152A80CEE36DB18CA6DC6BCD8F260BD82E021BF3EB562336	1	2025-08-25 14:54:45.966358
amjewess:taj1895.0002.006:00000082	4f41dd5c-6a95-0e47-1523-652538a2e1b1/metadata/00000082.function:service.format:image.function:event.premis.xml	application/xml	function:event	8382	E912F992BD550FEC0506BFDA2C88BAEDB230D409CAE4EA433E07D78D03D9A846	1	2025-08-25 14:54:45.966420
amjewess:taj1895.0002.006:00000082	4f41dd5c-6a95-0e47-1523-652538a2e1b1/metadata/00000082.function:service.format:image.function:technical.mix.xml	application/xml	function:technical	7969	F0DA0E709C6F87DC6E12A5878AA80B64E355872D612C8A532EE02FF6A62E5A1D	1	2025-08-25 14:54:45.966403
amjewess:taj1895.0002.006:00000082	4f41dd5c-6a95-0e47-1523-652538a2e1b1/metadata/00000082.function:source.format:image.function:event.premis.xml	application/xml	function:event	7355	FDCD3E1A068C821763434F7CB64FDDEB23EB1A84F5080828A49F9453F2CB9424	1	2025-08-25 14:54:45.966470
amjewess:taj1895.0002.006:00000082	4f41dd5c-6a95-0e47-1523-652538a2e1b1/metadata/00000082.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	4922	F4828CA4D7770F719D11BD407A0CABFC1C5111EBC6E78719341575BC62EC0ADA	1	2025-08-25 14:54:45.966454
amjewess:taj1895.0002.007	c6ff2a60-894f-037b-1789-32b2af6c6566/descriptor/c6ff2a60-894f-037b-1789-32b2af6c6566.types:monograph.mets2.xml	application/xml	function:descriptor	2300	25EB5DC21C810F6B680B5B44E9A2AEE70207A63620BA90D7396B7EF89D3ADE7F	1	2025-08-25 14:54:46.331874
amjewess:taj1895.0002.007	c6ff2a60-894f-037b-1789-32b2af6c6566/metadata/c6ff2a60-894f-037b-1789-32b2af6c6566.function:event.json	application/xml	function:event	5957	45ED42DE348D76D09FC017578574A43B6FA6F0B6F2B58609BF4BF6A611C7293B	1	2025-08-25 14:54:46.332609
amjewess:taj1895.0002.007	c6ff2a60-894f-037b-1789-32b2af6c6566/metadata/c6ff2a60-894f-037b-1789-32b2af6c6566.function:provenance.json	application/xml	function:provenance	5292	85DE2FF071D5BA14D39BAC3E83FA033129B08128AD8542166D43F50E0E9D7241	1	2025-08-25 14:54:46.332750
amjewess:taj1895.0002.007	c6ff2a60-894f-037b-1789-32b2af6c6566/metadata/c6ff2a60-894f-037b-1789-32b2af6c6566.function:service.json	application/json	function:service	7341	44F01617006A88108E7075C27C3BED1BB4EF857CC72010917E11DB0A98FCA4DA	1	2025-08-25 14:54:46.332466
amjewess:taj1895.0002.007	c6ff2a60-894f-037b-1789-32b2af6c6566/metadata/c6ff2a60-894f-037b-1789-32b2af6c6566.function:source.json	application/json	function:source	5515	FC0F075C70BF2E8C380E82F873BEA7959069A14FA7A06F52F07B4A9EFFEF29F2	1	2025-08-25 14:54:46.332292
amjewess:taj1895.0002.007:00000001	d19a6bfc-3692-f3e6-58ca-6cd8f3a86d6d/data/00000001.function:service.format:image.jp2	image/jp2	function:service	3606	85C240C21FC837705034F0F79054DFB2D42531F8312AFE20928C7495106DCF03	1	2025-08-25 14:54:46.333915
amjewess:taj1895.0002.007:00000001	d19a6bfc-3692-f3e6-58ca-6cd8f3a86d6d/data/00000001.function:source.format:image.tif	image/tiff	function:source	3817	6F7E18F351B53337B4DD9B6E9096F0FE8F1A961ED9DA88C0F59178E725723F64	1	2025-08-25 14:54:46.334014
amjewess:taj1895.0002.007:00000001	d19a6bfc-3692-f3e6-58ca-6cd8f3a86d6d/descriptor/d19a6bfc-3692-f3e6-58ca-6cd8f3a86d6d.types:fileset.mets2.xml	application/xml	function:descriptor	3540	2087AEB7A3CFD51765E8D7C6B280BA1A31C9C1052AA04741C2D407735E31AB3A	1	2025-08-25 14:54:46.333867
amjewess:taj1895.0002.007:00000001	d19a6bfc-3692-f3e6-58ca-6cd8f3a86d6d/metadata/00000001.function:service.format:image.function:event.premis.xml	application/xml	function:event	4701	E3F23772ED2475AC204D6ED28E9674E5E2809E8725675889851B79942D4FD74A	1	2025-08-25 14:54:46.333984
amjewess:taj1895.0002.007:00000001	d19a6bfc-3692-f3e6-58ca-6cd8f3a86d6d/metadata/00000001.function:service.format:image.function:technical.mix.xml	application/xml	function:technical	4120	BCFF2F7E534C384B8F36D0EF43E4D131091797EA93DB9E3F70C460E6F6628930	1	2025-08-25 14:54:46.333951
amjewess:taj1895.0002.007:00000001	d19a6bfc-3692-f3e6-58ca-6cd8f3a86d6d/metadata/00000001.function:source.format:image.function:event.premis.xml	application/xml	function:event	6313	28C909A201DE1BB7E8ACDEABE08C7DB680521C01AA0CE773D3EE3FC2383ED5A3	1	2025-08-25 14:54:46.334075
amjewess:taj1895.0002.007:00000001	d19a6bfc-3692-f3e6-58ca-6cd8f3a86d6d/metadata/00000001.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	2467	20BD96906B812B2F5E4A2F593B69AFBF75710DF9D3CE39C0E4622941928A1749	1	2025-08-25 14:54:46.334044
amjewess:taj1895.0002.007:00000002	64a214f5-65a5-67eb-57e0-3f2f39958cfe/data/00000002.function:service.format:image.jp2	image/jp2	function:service	710	AB4847D9C4ACB34362483CDE93906CA60230B33D84ABA3D950B409792CED87DD	1	2025-08-25 14:54:46.334703
amjewess:taj1895.0002.007:00000002	64a214f5-65a5-67eb-57e0-3f2f39958cfe/data/00000002.function:source.format:image.tif	image/tiff	function:source	8873	4A3569C319FFB3C982BB82FCF51D5A013BCD72FECB0C6E5B1A0720AB3F787ADC	1	2025-08-25 14:54:46.334799
amjewess:taj1895.0002.007:00000002	64a214f5-65a5-67eb-57e0-3f2f39958cfe/descriptor/64a214f5-65a5-67eb-57e0-3f2f39958cfe.types:fileset.mets2.xml	application/xml	function:descriptor	8598	8615CC35772C535E5589F16555747706F5012D91E0840CB7642AACDD53E6F8A4	1	2025-08-25 14:54:46.334658
amjewess:taj1895.0002.007:00000002	64a214f5-65a5-67eb-57e0-3f2f39958cfe/metadata/00000002.function:service.format:image.function:event.premis.xml	application/xml	function:event	5815	1A2C1A10F054DDF34E119E9E0A0395613B9D1C0424E8323EAB8C89D4EBB5DD64	1	2025-08-25 14:54:46.334767
amjewess:taj1895.0002.007:00000002	64a214f5-65a5-67eb-57e0-3f2f39958cfe/metadata/00000002.function:service.format:image.function:technical.mix.xml	application/xml	function:technical	8636	23B70A2F57A1120A9FAC6642AE773DFD5D45CEB4E989036ECA24E128523096ED	1	2025-08-25 14:54:46.334736
amjewess:taj1895.0002.007:00000002	64a214f5-65a5-67eb-57e0-3f2f39958cfe/metadata/00000002.function:source.format:image.function:event.premis.xml	application/xml	function:event	2324	098DC13893EFF9A29BE05D7BC72B8A77A790FF3144123AAA558AF2A9EDC5B08A	1	2025-08-25 14:54:46.334861
amjewess:taj1895.0002.007:00000002	64a214f5-65a5-67eb-57e0-3f2f39958cfe/metadata/00000002.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	6958	66D1827A967BDF503FA41B7D4AC8CCC531CAF61B0EAE2D8546CCC9326C702F86	1	2025-08-25 14:54:46.334828
amjewess:taj1895.0002.007:00000003	e975a2f1-3e9a-7d8a-cfe4-a4e08b696444/data/00000003.function:source.format:image.tif	image/tiff	function:source	9576	04EB82A0E62068125E8F70C147ECB5BA61C10AABA2B5804F2C5333BD1DEBCB89	1	2025-08-25 14:54:46.335565
amjewess:taj1895.0002.007:00000003	e975a2f1-3e9a-7d8a-cfe4-a4e08b696444/descriptor/e975a2f1-3e9a-7d8a-cfe4-a4e08b696444.types:fileset.mets2.xml	application/xml	function:descriptor	1659	73BB77FD5C7F6B2DACB211AD2CB1556DC32EE3D4343D8DEC7E9FD17451AF9DBA	1	2025-08-25 14:54:46.335520
amjewess:taj1895.0002.007:00000003	e975a2f1-3e9a-7d8a-cfe4-a4e08b696444/metadata/00000003.function:source.format:image.function:event.premis.xml	application/xml	function:event	6298	6521189ABE0BBB80D4ACAE26179B6517EF12DA530B7E83A627E41ACF211A9B45	1	2025-08-25 14:54:46.335629
amjewess:taj1895.0002.007:00000003	e975a2f1-3e9a-7d8a-cfe4-a4e08b696444/metadata/00000003.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	650	E612698E1D28549F5657711B93165B93A36F73EEC21BCD38763EE70122F2EC04	1	2025-08-25 14:54:46.335598
amjewess:taj1895.0002.007:00000004	85e7d3da-4f66-9ed2-cdfa-8e1625f591a2/data/00000004.function:source.format:image.tif	image/tiff	function:source	7213	096951315D2E0844D14E83E6B6C6A5FBD1BEDF00541E8A269AD06D28B3C0513E	1	2025-08-25 14:54:46.336169
amjewess:taj1895.0002.007:00000004	85e7d3da-4f66-9ed2-cdfa-8e1625f591a2/descriptor/85e7d3da-4f66-9ed2-cdfa-8e1625f591a2.types:fileset.mets2.xml	application/xml	function:descriptor	5429	CF9E743D0E010BC4621F8F0B13772EE7632705848D3237F78C9BC85BB0DE3B37	1	2025-08-25 14:54:46.336125
amjewess:taj1895.0002.007:00000004	85e7d3da-4f66-9ed2-cdfa-8e1625f591a2/metadata/00000004.function:source.format:image.function:event.premis.xml	application/xml	function:event	8813	58D80596D1FD7CD93CF0AD81BB414F854DAB5066F5B1349F920B85CEA825202F	1	2025-08-25 14:54:46.336232
amjewess:taj1895.0002.007:00000004	85e7d3da-4f66-9ed2-cdfa-8e1625f591a2/metadata/00000004.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	2244	AFBAAAA98B10F448CE54A1C4A37CCEC5BAFD2DCA4899C8F6C057BA10BF51B237	1	2025-08-25 14:54:46.336202
amjewess:taj1895.0002.007:00000005	e7ee4196-97c6-548b-a477-a9b59752e392/data/00000005.function:source.format:image.tif	image/tiff	function:source	3809	4D6C77DE94EB6C5B80E66CA2A5E8DC99865FF2AF887691D63BF6FA9E3D0ED52F	1	2025-08-25 14:54:46.336780
amjewess:taj1895.0002.007:00000005	e7ee4196-97c6-548b-a477-a9b59752e392/descriptor/e7ee4196-97c6-548b-a477-a9b59752e392.types:fileset.mets2.xml	application/xml	function:descriptor	4505	7971D2F5BBC337D35C74FCA94C71B3783CD0DCB42AAF16BD4F9CEFDD0C03A589	1	2025-08-25 14:54:46.336736
amjewess:taj1895.0002.007:00000005	e7ee4196-97c6-548b-a477-a9b59752e392/metadata/00000005.function:source.format:image.function:event.premis.xml	application/xml	function:event	2975	FD32869135299E3AC6FEC3583B5DB38681FA7BC1059A1D60C8795202F20996B3	1	2025-08-25 14:54:46.336845
amjewess:taj1895.0002.007:00000005	e7ee4196-97c6-548b-a477-a9b59752e392/metadata/00000005.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	9188	1340893795C99CFAE7B08632289FD35CA061C49637161574E15D16BA7AD709D6	1	2025-08-25 14:54:46.336813
amjewess:taj1895.0002.007:00000006	6286ed08-d1de-bb18-046a-134dfe658671/data/00000006.function:source.format:image.tif	image/tiff	function:source	4397	C9CE72A1EEB896D3C5DA875F7B4747302159138BCBF2062EADC067C7671ED9CA	1	2025-08-25 14:54:46.337310
amjewess:taj1895.0002.007:00000006	6286ed08-d1de-bb18-046a-134dfe658671/descriptor/6286ed08-d1de-bb18-046a-134dfe658671.types:fileset.mets2.xml	application/xml	function:descriptor	8101	7D81E1EF90BC42B6EE6FA3F0E81BFD8947FB744D37D377767CD0554AC4CC193A	1	2025-08-25 14:54:46.337273
amjewess:taj1895.0002.007:00000006	6286ed08-d1de-bb18-046a-134dfe658671/metadata/00000006.function:source.format:image.function:event.premis.xml	application/xml	function:event	4812	D447B7C5CCED5507C772B044D7E0CA76DAF048AB2B63EACCB7CBC7BA1492D17D	1	2025-08-25 14:54:46.337366
amjewess:taj1895.0002.007:00000006	6286ed08-d1de-bb18-046a-134dfe658671/metadata/00000006.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	1749	B1DA44A97B4256A3D3325A224953141637179FAFEFF89F38B7B2B03FFDE8C2FF	1	2025-08-25 14:54:46.337339
amjewess:taj1895.0002.007:00000007	8af449c8-a1f8-4ec0-ed77-6186b9ec84ad/data/00000007.function:source.format:image.tif	image/tiff	function:source	6529	8AEDA25B80DB802B4C5ACBB798E9D30D8563CFA9D9531C07DDF987C1FE14F51D	1	2025-08-25 14:54:46.337829
amjewess:taj1895.0002.007:00000007	8af449c8-a1f8-4ec0-ed77-6186b9ec84ad/descriptor/8af449c8-a1f8-4ec0-ed77-6186b9ec84ad.types:fileset.mets2.xml	application/xml	function:descriptor	2998	3BDA397419DC48CE4D943C102AFB508DF9D5937DD95A95F0DE09E21983FBF70F	1	2025-08-25 14:54:46.337790
amjewess:taj1895.0002.007:00000007	8af449c8-a1f8-4ec0-ed77-6186b9ec84ad/metadata/00000007.function:source.format:image.function:event.premis.xml	application/xml	function:event	8333	1E6E8469F11B8FCE976856F713AF690564AD82BEC964A1201D25DFE5A28D4858	1	2025-08-25 14:54:46.337941
amjewess:taj1895.0002.007:00000007	8af449c8-a1f8-4ec0-ed77-6186b9ec84ad/metadata/00000007.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	8045	35BBB39CBDC9908B30B03A812904144F2A1CB8932C05D1A28446E97B4132F753	1	2025-08-25 14:54:46.337857
amjewess:taj1895.0002.007:00000008	23112684-5251-fb79-79ba-b9ca0b2b60a5/data/00000008.function:source.format:image.tif	image/tiff	function:source	8474	4CB9AC9B450A33F9B4CF4EB5F1A7400268CBC73C08428C2C255034E2BF56B733	1	2025-08-25 14:54:46.338406
amjewess:taj1895.0002.007:00000008	23112684-5251-fb79-79ba-b9ca0b2b60a5/descriptor/23112684-5251-fb79-79ba-b9ca0b2b60a5.types:fileset.mets2.xml	application/xml	function:descriptor	7447	CC1E1AC2B7207C0E86E0EC998198D6CF95B1351E898A6AF09B10772D3315A7B7	1	2025-08-25 14:54:46.338368
amjewess:taj1895.0002.007:00000008	23112684-5251-fb79-79ba-b9ca0b2b60a5/metadata/00000008.function:source.format:image.function:event.premis.xml	application/xml	function:event	9091	65013C8256ED1A92489A2DD8AC2A5B1D5F83E8B8CA9D3909B1480EC800E2B565	1	2025-08-25 14:54:46.338463
amjewess:taj1895.0002.007:00000008	23112684-5251-fb79-79ba-b9ca0b2b60a5/metadata/00000008.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	2332	44EABE0AF4CBD2FA3ED41ABAB5847BBF56F01E7F24C4D7A1DC2385598DCB7E7C	1	2025-08-25 14:54:46.338436
amjewess:taj1895.0002.007:00000009	ef52d362-a67a-095e-88e5-2207525bfa4f/data/00000009.function:source.format:image.tif	image/tiff	function:source	6659	F29D5E507E00BD06F1E03FBA6A96C3224AB73552E5E72087E62F119C0AD4E278	1	2025-08-25 14:54:46.338964
amjewess:taj1895.0002.007:00000009	ef52d362-a67a-095e-88e5-2207525bfa4f/descriptor/ef52d362-a67a-095e-88e5-2207525bfa4f.types:fileset.mets2.xml	application/xml	function:descriptor	7986	02A423D6EE71C97AC08F2ECF8CD129E5393FC5680FE690C93B5278B009BFB043	1	2025-08-25 14:54:46.338927
amjewess:taj1895.0002.007:00000009	ef52d362-a67a-095e-88e5-2207525bfa4f/metadata/00000009.function:source.format:image.function:event.premis.xml	application/xml	function:event	2665	1146D16A6F9E12A379DB9814FB3C9940415FFBC5CA7539A44D296AB0285BA966	1	2025-08-25 14:54:46.339020
amjewess:taj1895.0002.007:00000009	ef52d362-a67a-095e-88e5-2207525bfa4f/metadata/00000009.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	5005	BA9907EC4AF943E6FF5EA73136FE9912BD19674A620F41AA36CA3DD8FE95DC82	1	2025-08-25 14:54:46.338994
amjewess:taj1895.0002.007:00000010	7fefac61-c4d7-c77f-e88b-8f1c7ae3b791/data/00000010.function:source.format:image.tif	image/tiff	function:source	3857	D7CD3A4E91F236D34F9C4381D17DC7EA392C8035C831F76AF046D970E9DA9822	1	2025-08-25 14:54:46.339482
amjewess:taj1895.0002.007:00000010	7fefac61-c4d7-c77f-e88b-8f1c7ae3b791/descriptor/7fefac61-c4d7-c77f-e88b-8f1c7ae3b791.types:fileset.mets2.xml	application/xml	function:descriptor	2036	B03228DCCD00DA2EFDA1E469397ADA4BF74BD13C53487D2C285FDA012DB8605A	1	2025-08-25 14:54:46.339444
amjewess:taj1895.0002.007:00000010	7fefac61-c4d7-c77f-e88b-8f1c7ae3b791/metadata/00000010.function:source.format:image.function:event.premis.xml	application/xml	function:event	9546	E2A332ABC089A424C571F68EA42BA3C5EC8727B3548FEDAA2A27B50E6D729F74	1	2025-08-25 14:54:46.339543
amjewess:taj1895.0002.007:00000010	7fefac61-c4d7-c77f-e88b-8f1c7ae3b791/metadata/00000010.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	3395	0FCF78CD6FDC26564C20A7DA665CEEBC2473E4431E54158F436CC35A98E47B5C	1	2025-08-25 14:54:46.339512
amjewess:taj1895.0002.007:00000011	bc390f29-2f77-7bbb-177f-df06d0861993/data/00000011.function:source.format:image.tif	image/tiff	function:source	4322	B5B0E7D7DAF7BCA026FDEBFD04DBC04D8B3FDC7AACE2254F3ECB7F4AEA7CCB78	1	2025-08-25 14:54:46.340003
amjewess:taj1895.0002.007:00000011	bc390f29-2f77-7bbb-177f-df06d0861993/descriptor/bc390f29-2f77-7bbb-177f-df06d0861993.types:fileset.mets2.xml	application/xml	function:descriptor	2206	3977AF3CABA3E24CB71A671B25A7574CB9B2D9F23403E2903ED2989092EAEBF6	1	2025-08-25 14:54:46.339965
amjewess:taj1895.0002.007:00000011	bc390f29-2f77-7bbb-177f-df06d0861993/metadata/00000011.function:source.format:image.function:event.premis.xml	application/xml	function:event	6763	97D87A8E35CAAD8E0E13B2CEE05C67966F7F20B390E8E2AABFE51A367DD6D0F9	1	2025-08-25 14:54:46.340059
amjewess:taj1895.0002.007:00000011	bc390f29-2f77-7bbb-177f-df06d0861993/metadata/00000011.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	5710	7FAAEC1927E6C9A3BA10A79026818398FDFA956C9613519F1AE34F589AD0C69D	1	2025-08-25 14:54:46.340033
amjewess:taj1895.0002.007:00000012	21ad2e0a-2eb4-b041-f8b8-68f1df80f8de/data/00000012.function:source.format:image.tif	image/tiff	function:source	4783	F4DE66FDD77E7BE6321687CF1DC9B36B2DA46BA89F2BF132962BB094A0B8911F	1	2025-08-25 14:54:46.340725
amjewess:taj1895.0002.007:00000012	21ad2e0a-2eb4-b041-f8b8-68f1df80f8de/descriptor/21ad2e0a-2eb4-b041-f8b8-68f1df80f8de.types:fileset.mets2.xml	application/xml	function:descriptor	5880	0D084194C2546A44FCBB95727A953E0C9EA4F1C90BD1BB3C8194770B22E3A172	1	2025-08-25 14:54:46.340687
amjewess:taj1895.0002.007:00000012	21ad2e0a-2eb4-b041-f8b8-68f1df80f8de/metadata/00000012.function:source.format:image.function:event.premis.xml	application/xml	function:event	9001	5FAC9631E143DEE2ED88749D472E3D173F4386AF31D6391F2945C531BB367A0D	1	2025-08-25 14:54:46.340779
amjewess:taj1895.0002.007:00000012	21ad2e0a-2eb4-b041-f8b8-68f1df80f8de/metadata/00000012.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	2124	30AD3FEE21883EAACB937AB5CFFE7D00B37C873C13A690E7C7BD1019CA5B2946	1	2025-08-25 14:54:46.340753
amjewess:taj1895.0002.007:00000013	f5186426-eff7-f4b3-60da-1c7c955c4f4a/data/00000013.function:source.format:image.tif	image/tiff	function:source	917	57EAD6293688E6F936F0BAA8702EB1BB9DC531B60D62292DD557A0C96B1173CC	1	2025-08-25 14:54:46.341238
amjewess:taj1895.0002.007:00000013	f5186426-eff7-f4b3-60da-1c7c955c4f4a/descriptor/f5186426-eff7-f4b3-60da-1c7c955c4f4a.types:fileset.mets2.xml	application/xml	function:descriptor	2644	F59FFB78839005C0E6FCA55D0A80580A8A4CA372439D5F87FA06DF95C08BF2E3	1	2025-08-25 14:54:46.341200
amjewess:taj1895.0002.007:00000013	f5186426-eff7-f4b3-60da-1c7c955c4f4a/metadata/00000013.function:source.format:image.function:event.premis.xml	application/xml	function:event	644	815B9333AC04F512E2EFB7B29CA4F21AB6023CA1C1B445915EF296BD486DFEF8	1	2025-08-25 14:54:46.341293
amjewess:taj1895.0002.007:00000013	f5186426-eff7-f4b3-60da-1c7c955c4f4a/metadata/00000013.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	6586	D37C1B693D39B54D9868EB931AE6BEEAFA7F722FDA43C23BD55F8215F9784235	1	2025-08-25 14:54:46.341267
amjewess:taj1895.0002.007:00000014	bd4d5718-a071-87b5-d83f-e0d15d0fc491/data/00000014.function:source.format:image.tif	image/tiff	function:source	3848	55B0A8F07C8977749EBB35CC357132F9D57AEB5001AF21B12F87CF18E3319CE0	1	2025-08-25 14:54:46.341742
amjewess:taj1895.0002.007:00000014	bd4d5718-a071-87b5-d83f-e0d15d0fc491/descriptor/bd4d5718-a071-87b5-d83f-e0d15d0fc491.types:fileset.mets2.xml	application/xml	function:descriptor	6288	8BD0A9BD37654FD40B5B1213D6171398A15C6C5AFB985D82E6BD4DA8D2728599	1	2025-08-25 14:54:46.341704
amjewess:taj1895.0002.007:00000014	bd4d5718-a071-87b5-d83f-e0d15d0fc491/metadata/00000014.function:source.format:image.function:event.premis.xml	application/xml	function:event	4796	2A2F0E1FB7D043AA9A7BB6AE2149D8600A2D486F0AF0204569C298B6807678F8	1	2025-08-25 14:54:46.341796
amjewess:taj1895.0002.007:00000014	bd4d5718-a071-87b5-d83f-e0d15d0fc491/metadata/00000014.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	4520	04C10F2E34CF110DAED309421615EA0DA0B2949FA72E1CF6888869ADE695EA2B	1	2025-08-25 14:54:46.341770
amjewess:taj1895.0002.007:00000015	b126f436-81a9-0bb4-95a5-e775a9f5933d/data/00000015.function:source.format:image.tif	image/tiff	function:source	4520	7B3A0539FB835A32E2A664AEF355E0CB8966623EC45D853911D29D78E1D9C14C	1	2025-08-25 14:54:46.342251
amjewess:taj1895.0002.007:00000015	b126f436-81a9-0bb4-95a5-e775a9f5933d/descriptor/b126f436-81a9-0bb4-95a5-e775a9f5933d.types:fileset.mets2.xml	application/xml	function:descriptor	1549	69A94B71256D2FAB588356A28B1A25AF68854416B63EE4848D237CBB1BF2CBD5	1	2025-08-25 14:54:46.342212
amjewess:taj1895.0002.007:00000015	b126f436-81a9-0bb4-95a5-e775a9f5933d/metadata/00000015.function:source.format:image.function:event.premis.xml	application/xml	function:event	1832	D320BDBC3E429AED42F9F04ABDB9AD119F1F0A39562BA4AE61BAA2A8E7E701B3	1	2025-08-25 14:54:46.342304
amjewess:taj1895.0002.007:00000015	b126f436-81a9-0bb4-95a5-e775a9f5933d/metadata/00000015.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	4836	94546687D2C3EB3AAA85B19F349983AB1BC2D293A2DBBFBBAACA61CF6D41B190	1	2025-08-25 14:54:46.342278
amjewess:taj1895.0002.007:00000016	3846d291-70e2-58b4-7c9f-60016bc6fe2b/data/00000016.function:source.format:image.tif	image/tiff	function:source	7886	71DD5AD49AC09D364BE4994E9D3B6096249CE7A5F82D83C4198D7AC9B8A0B69F	1	2025-08-25 14:54:46.342758
amjewess:taj1895.0002.007:00000016	3846d291-70e2-58b4-7c9f-60016bc6fe2b/descriptor/3846d291-70e2-58b4-7c9f-60016bc6fe2b.types:fileset.mets2.xml	application/xml	function:descriptor	2543	28557A6248DA84E0393CD3F447E79C6CEB2DCFACC75343CED93F13BB5DC6FB3B	1	2025-08-25 14:54:46.342721
amjewess:taj1895.0002.007:00000016	3846d291-70e2-58b4-7c9f-60016bc6fe2b/metadata/00000016.function:source.format:image.function:event.premis.xml	application/xml	function:event	3142	73DE642CE2AEF869ED1DA7BDC7CB5D2FE7831D3C949626473F049FBF792D90D9	1	2025-08-25 14:54:46.342872
amjewess:taj1895.0002.007:00000016	3846d291-70e2-58b4-7c9f-60016bc6fe2b/metadata/00000016.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	3498	D9CE631229AD461C4A511E2C5BF5001C1A61D4B860A27DD4D009DC12FE1C2078	1	2025-08-25 14:54:46.342788
amjewess:taj1895.0002.007:00000017	378680f0-a230-1e7a-12be-384ee2b041f2/data/00000017.function:source.format:image.tif	image/tiff	function:source	5508	4516B630E1B4B9F0D9E790B9644A6709CF27DBEA98EFB8D8F79C1225B69AA8FF	1	2025-08-25 14:54:46.343280
amjewess:taj1895.0002.007:00000017	378680f0-a230-1e7a-12be-384ee2b041f2/descriptor/378680f0-a230-1e7a-12be-384ee2b041f2.types:fileset.mets2.xml	application/xml	function:descriptor	8683	35C9C1B0B9465ED6A0DB26B786B4AD7B0CCA22723135DF90C324F02514FC6E99	1	2025-08-25 14:54:46.343244
amjewess:taj1895.0002.007:00000017	378680f0-a230-1e7a-12be-384ee2b041f2/metadata/00000017.function:source.format:image.function:event.premis.xml	application/xml	function:event	3316	99D3AF07D1ABB3FE723D386C21F442E421E775723C3F0231CD6862DBDDAA8F41	1	2025-08-25 14:54:46.343332
amjewess:taj1895.0002.007:00000017	378680f0-a230-1e7a-12be-384ee2b041f2/metadata/00000017.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	2268	12DB7C6A5AD527D295BA89EAF274DE1DD1D7A7D93760ACF2FE84E2136E83C826	1	2025-08-25 14:54:46.343310
amjewess:taj1895.0002.007:00000018	6dc77989-f148-c8eb-65fd-9eb4f18f6fd4/data/00000018.function:source.format:image.tif	image/tiff	function:source	9686	14E02A7A5D0DF39AEE698996E2DEE9144C901A7DFA46C46065C29D6EF536F1A6	1	2025-08-25 14:54:46.343733
amjewess:taj1895.0002.007:00000018	6dc77989-f148-c8eb-65fd-9eb4f18f6fd4/descriptor/6dc77989-f148-c8eb-65fd-9eb4f18f6fd4.types:fileset.mets2.xml	application/xml	function:descriptor	4293	789FDDEB47C8F0A5A26C072074E89BA63E9A5FD99A16E01492FFACFC4A1F0CCD	1	2025-08-25 14:54:46.343700
amjewess:taj1895.0002.007:00000018	6dc77989-f148-c8eb-65fd-9eb4f18f6fd4/metadata/00000018.function:source.format:image.function:event.premis.xml	application/xml	function:event	7664	4CDB4C77D172E00D072914DA569DCC7EB695739EA7F26AF8A7690EE8CE536513	1	2025-08-25 14:54:46.343782
amjewess:taj1895.0002.007:00000018	6dc77989-f148-c8eb-65fd-9eb4f18f6fd4/metadata/00000018.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	9596	A1D3FFD96B19959D8ECC58DCB740F8396BE310FC2FBA245B2F15CA99BA986332	1	2025-08-25 14:54:46.343759
amjewess:taj1895.0002.007:00000019	87f2a7c7-3bba-ce37-b13e-41e53fbbf8fb/data/00000019.function:source.format:image.tif	image/tiff	function:source	6726	B446A30852BF37567E6D4B64FE4F9C39901E4F94DEA9ECC1495A77A5A26A227A	1	2025-08-25 14:54:46.344185
